latitude,longitude,city,Address,Zip
34.02843893,-117.7602949,LA,"Rio Rancho Road, Pomona, Los Angeles County, California, 91766, United States of America",91766
34.028458,-118.7544855,LA,"Latigo Shore Drive, Malibu, Los Angeles County, California, 90265, United States of America",90265
34.02850067,-118.4527635,LA,"West Pico Boulevard, Santa Monica, Los Angeles County, California, 90064, United States of America",90064
34.02883467,-118.4430799,LA,"Gateway Boulevard, Sawtelle, Mar Vista, Los Angeles, Los Angeles County, California, 90064, United States of America",90064
34.02890491,-118.4014203,LA,"Exposition Boulevard, Los Angeles, Los Angeles County, California, 90034, United States of America",90034
34.02894299,-118.4861454,LA,"W.I. Simonson, 1626, Wilshire Boulevard, Brentwood, Los Angeles, Los Angeles County, California, 90403, United States of America",90403
34.02923521,-117.8109568,LA,"Foothill Transit 482, Diamond Bar Boulevard, Diamond Bar, Los Angeles County, California, 91765, United States of America",91765
34.02957551,-118.3549257,LA,"Westhaven Street, The Village Green, Los Angeles, Los Angeles County, California, 90016, United States of America",90016
34.02982025,-118.5091161,LA,"Georgina Place, Santa Monica, Los Angeles County, California, 90402, United States of America",90402
34.03127621,-118.8459032,LA,"Broad Beach Road, Malibu, Los Angeles County, California, 90265, United States of America",90265
34.03217712,-118.3497694,LA,"Church of the Advent, 11601, South Longwood Avenue, The Village Green, Los Angeles, Los Angeles County, California, 90016, United States of America",90016
34.03244258,-118.2888231,LA,"Ellendale Place, Saint James Park, Los Angeles, Los Angeles County, California, 90007, United States of America",90007
34.03475197,-118.3775137,LA,"La Cienega Boulevard, The Village Green, Los Angeles, Los Angeles County, California, 90034, United States of America",90034
34.03476038,-118.4755955,LA,"Arizona Avenue, Santa Monica, Los Angeles County, California, 90404, United States of America",90404
34.03500319,-118.4712521,LA,"Christian and Missionary Alliance Church, Santa Monica Place South, Santa Monica, Los Angeles County, California, CA 90404, United States of America",90404
34.03502852,-118.4298998,LA,"Greenfield Avenue, Palms, Los Angeles, Los Angeles County, California, 90064, United States of America",90064
34.0369648,-118.512742,LA,"Amalfi Drive, Pacific Palisades, Riviera, Los Angeles, Los Angeles County, California, 90272, United States of America",90272
34.03702651,-118.4855315,LA,"22nd Court, Santa Monica, Los Angeles County, California, 90403, United States of America",90403
34.03802024,-118.47408,LA,"Kim and Kristine Halverson, Realtors, 3130, Wilshire Boulevard, Santa Monica, Los Angeles County, California, 90403, United States of America",90403
34.03871177,-118.2134294,LA,"Soto Street, Brooklyn Heights, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States of America",90033
34.03951492,-118.4479298,LA,"Colby Avenue, Sawtelle, Westwood, Los Angeles, Los Angeles County, California, 90025, United States of America",90025
34.04034835,-118.3118462,LA,"South Saint Andrew's Place, Country Club Park, Cienega, Los Angeles, Los Angeles County, California, 90019, United States of America",90019
34.04178753,-118.291582,LA,"South Vermont Avenue, Koreatown, Saint James Park, Los Angeles, Los Angeles County, California, 90006, United States of America",90006
34.04358873,-118.2628289,LA,"Bowes Building, 11601, West Olympic Boulevard, South Park, Bunker Hill, Los Angeles, Los Angeles County, California, 90064, United States of America",90064
34.04386311,-118.4504564,LA,"West Los Angeles Community Police Station, 11601, Butler Avenue, West Los Angeles, Westwood, Los Angeles, Los Angeles County, California, 90025, United States of America",90025
34.04466292,-118.2367429,LA,"801, East 4th Place, Arts District, Little Tokyo Historic District, Los Angeles, Los Angeles County, California, 90013, United States of America",90013
34.04612445,-118.2510907,LA,"Crack Gallery, 11601, West 6th Street, Historic Core District, Bunker Hill, Los Angeles, Los Angeles County, California, 90014, United States of America",90014
34.04658272,-118.2422416,LA,"The Escondite, 11601, Boyd Street, Toy District, Little Tokyo Historic District, Los Angeles, Los Angeles County, California, 90013, United States of America",90013
34.04793458,-118.2581559,LA,"Sheraton, 11601, South Hope Street, Financial District, Bunker Hill, Los Angeles, Los Angeles County, California, 90015, United States of America",90015
34.04820542,-118.2621134,LA,"Corner Bakery, 11601, 8th Street, South Park, Bunker Hill, Los Angeles, Los Angeles County, California, 90017, United States of America",90017
34.04839785,-118.2494614,LA,"430, South Broadway, Historic Core District, Bunker Hill, Los Angeles, Los Angeles County, California, 90013, United States of America",90013
34.04926518,-118.2515005,LA,"444, South Hill Street, Financial District, Bunker Hill, Los Angeles, Los Angeles County, California, 90013, United States of America",90013
34.04946915,-118.4603864,LA,"Wilshire / Barrington, 11601, Wilshire Boulevard, West Los Angeles, Brentwood, Los Angeles, Los Angeles County, California, 90025, United States of America",90025
34.050218,-118.4585874,LA,"Wilshire Blvd / Federal Ave, Wilshire Boulevard, West Los Angeles, Brentwood, Los Angeles, Los Angeles County, California, 90025, United States of America",90025
34.05130296,-118.2444573,LA,"Los Angeles Police Department Headquarters, South Spring Street, Historic Core District, Little Tokyo Historic District, Los Angeles, Los Angeles County, California, 90012, United States of America",90012
34.05155067,-118.4671697,LA,"Dorothy Street, Westgate, Brentwood, Los Angeles, Los Angeles County, California, 90049, United States of America",90049
34.05194528,-118.2446182,LA,"Los Angeles Police Department Headquarters, South Spring Street, Historic Core District, Little Tokyo Historic District, Los Angeles, Los Angeles County, California, 90012, United States of America",90012
34.05211556,-118.3827136,LA,"Cashio Street, South Carthay, Palms, Los Angeles, Los Angeles County, California, 90035, United States of America",90035
34.05227091,-118.2437895,LA,"Los Angeles City Hall Park, West 1st Street, Civic Center, Little Tokyo Historic District, Los Angeles, Los Angeles County, California, 90012, United States of America",90012
34.05235269,-118.2536818,LA,"South Hope Street, Financial District, Bunker Hill, Los Angeles, Los Angeles County, California, 90071, United States of America",90071
34.05299269,-118.4374978,LA,"Malcolm Avenue, Westwood, Los Angeles, Los Angeles County, California, 90024, United States of America",90024
34.05321218,-118.7898307,LA,"Murphy Motorway, Malibu Vista, Los Angeles County, California, 90265, United States of America",90265
34.05399172,-118.3267548,LA,"Country Club Drive, Oxford Square, Cienega, Los Angeles, Los Angeles County, California, 90019, United States of America",90019
34.05653731,-118.39163,LA,"Cardiff Avenue, South Carthay, Palms, Los Angeles, Los Angeles County, California, 90035, United States of America",90035
34.0572371,-118.3990043,LA,"Beverwil Drive, Beverly Hills, Los Angeles County, California, 90035, United States of America",90035
34.05731683,-118.2524898,LA,"Figueroa Street, Bunker Hill, Los Angeles, Los Angeles County, California, 90012-2410, United States of America",-2410
34.05798827,-117.7451933,LA,"East 2nd Street, Pomona, Los Angeles County, California, 91766, United States of America",91766
34.05841643,-118.3403356,LA,"West 9th Street, Hancock Park, Cienega, Los Angeles, Los Angeles County, California, 90019, United States of America",90019
34.0585248,-118.3988185,LA,"Smithwood Drive, Beverly Hills, Los Angeles County, California, 90212, United States of America",90212
34.05883861,-118.3131982,LA,"South Gramercy Place, Country Club Park, Cienega, Los Angeles, Los Angeles County, California, 90019, United States of America",90019
34.05908002,-118.2998816,LA,"South Normandie Avenue, Koreatown, Saint James Park, Los Angeles, Los Angeles County, California, 90005, United States of America",90005
34.06167235,-118.3532136,LA,"German Cultural Center, 11601, Wilshire Boulevard, Park La Brea, The Village Green, Los Angeles, Los Angeles County, California, 90036, United States of America",90036
34.06224616,-118.3656851,LA,"Warner Drive, Carthay Circle, The Village Green, Los Angeles, Los Angeles County, California, 90048, United States of America",90048
34.06330256,-118.3902756,LA,"South Oakhurst Drive, Beverly Hills, Los Angeles County, California, 90212, United States of America",90212
34.06419988,-118.4499134,LA,"Magnolia Court, 765, Weyburn Place, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States of America",90024
34.06521559,-118.3744934,LA,"North Gale Drive, Beverly Hills, Los Angeles County, California, 90211, United States of America",90211
34.06567474,-118.353428,LA,"Lindenhurst Avenue, Park La Brea, Hollywood, Los Angeles, Los Angeles County, California, 90036, United States of America",90036
34.06585025,-118.3508357,LA,"Hauser Boulevard, Park La Brea, Hollywood, Los Angeles, Los Angeles County, California, 90036, United States of America",90036
34.06664036,-118.3054887,LA,"South Hobart Boulevard, Koreatown, Little Armenia, Los Angeles, Los Angeles County, California, 90006, United States of America",90006
34.06689739,-118.2453282,LA,"College Street, New Chinatown, Angelino Heights, Los Angeles, Los Angeles County, California, 90012, United States of America",90012
34.06703315,-118.3961405,LA,"SIXTY Beverly Hills, Wilshire Boulevard, Beverly Hills, Los Angeles County, California, 90212, United States of America",90212
34.06714074,-118.2436675,LA,"Figueroa Terrace, New Chinatown, Angelino Heights, Los Angeles, Los Angeles County, California, 90012, United States of America",90012
34.06720459,-118.354385,LA,"Curson Avenue East, Park La Brea, Hollywood, Los Angeles, Los Angeles County, California, 90036, United States of America",90036
34.06737197,-118.2691528,LA,"North Mountain View Avenue, Echo Park, Angelino Heights, Los Angeles, Los Angeles County, California, 90026, United States of America",90026
34.06746753,-118.3620809,LA,"West 5th Street, Carthay Circle, The Village Green, Los Angeles, Los Angeles County, California, 90048, United States of America",90048
34.06795325,-118.2788213,LA,"South Benton Way, Angelino Heights, Los Angeles, Los Angeles County, California, 90057, United States of America",90057
34.06834747,-118.3739811,LA,"South Orlando Avenue, Carthay Circle, Los Angeles, Los Angeles County, California, 90048, United States of America",90048
34.06888426,-118.2543622,LA,"Calumet Avenue, Echo Park, Angelino Heights, Los Angeles, Los Angeles County, California, 90026, United States of America",90026
34.06937336,-118.3511733,LA,"Hauser Boulevard, Park La Brea, Hollywood, Los Angeles, Los Angeles County, California, 90036, United States of America",90036
34.07125142,-118.3769113,LA,"Church of Religious Science of Beverly Hills, 11601, West 4th Street, Carthay Circle, Los Angeles, Los Angeles County, California, 90048, United States of America",90048
34.07152341,-118.3688556,LA,"Blackburn Avenue, Carthay Circle, Hollywood, Los Angeles, Los Angeles County, California, 90048, United States of America",90048
34.0718583,-118.3814292,LA,"South Hamel Road, South Carthay, Los Angeles, Los Angeles County, California, 90048, United States of America",90048
34.07399563,-118.3998153,LA,"North Rexford Drive, Beverly Hills, Los Angeles County, California, 90210, United States of America",90210
34.07664064,-118.2935148,LA,"Atlcatl, Beverly Boulevard, Koreatown, Little Armenia, Los Angeles, Los Angeles County, California, 90004, United States of America",90004
34.07755206,-118.3686411,LA,"North Harper Avenue, Whitley Heights, Los Angeles, Los Angeles County, California, 90046, United States of America",90046
34.07766891,-118.3498985,LA,"North Fuller Avenue, Park La Brea, Hollywood, Los Angeles, Los Angeles County, California, 90046, United States of America",90046
34.07799819,-118.691651,LA,"Cold Canyon Road, Monte Nido, Los Angeles County, California, 91302, United States of America",91302
34.07885627,-118.3926919,LA,"Civic Center Drive, Beverly Hills, Los Angeles County, California, 90210, United States of America",90210
34.07964024,-118.4710382,LA,"Bellagio Road, Westgate Heights, Westwood, Los Angeles, Los Angeles County, California, 90049, United States of America",90049
34.08043222,-117.8338036,LA,"Via Esperanza, Charter Oak Mobile Estates, Los Angeles County, California, 91773, United States of America",91773
34.08166987,-118.3424556,LA,"Clinton Street, Park La Brea, Hollywood, Los Angeles, Los Angeles County, California, 90036, United States of America",90036
34.08194582,-118.319309,LA,"Clinton Street, Hancock Park, Little Armenia, Los Angeles, Los Angeles County, California, 90004, United States of America",90004
34.08265811,-118.3959142,LA,"Arden Drive, Beverly Hills, Los Angeles County, California, 90210, United States of America",90210
34.08342842,-118.3554128,LA,"Sneaker Pawn, 11601, Melrose Avenue, Park La Brea, Hollywood, Los Angeles, Los Angeles County, California, 90069, United States of America",90069
34.08365223,-118.3620158,LA,"Melrose Avenue, Park La Brea, Whitley Heights, Los Angeles, Los Angeles County, California, 90069, United States of America",90069
34.08384483,-118.3927317,LA,"Sierra Drive, Beverly Hills, Los Angeles County, California, 90210, United States of America",90210
34.08466233,-118.2627248,LA,"Berkeley Avenue, Silver Lake, Angelino Heights, Los Angeles, Los Angeles County, California, 90026, United States of America",90026
34.0857891,-118.3444746,LA,"Kor Gym, 11601, North La Brea Avenue, Hollywood, Los Angeles, Los Angeles County, California, 90036, United States of America",90036
34.08582465,-118.3793594,LA,"Westbourne Drive, West Hollywood, Los Angeles County, California, 90069, United States of America",90069
34.08728321,-118.3704639,LA,"North Sweetzer Avenue, West Hollywood, Los Angeles County, California, 90069, United States of America",90069
34.08784352,-118.3550475,LA,"North Curson Avenue, Park La Brea, Hollywood, Los Angeles, Los Angeles County, California, 90046, United States of America",90046
34.08796776,-118.2740936,LA,"Hamilton Way, Silver Lake, Angelino Heights, Los Angeles, Los Angeles County, California, 90026, United States of America",90026
34.08810943,-118.3052797,LA,"7, 11601, Hollywood Freeway, East Hollywood, Little Armenia, Los Angeles, Los Angeles County, California, 90029, United States of America",90029
34.08974187,-118.386142,LA,"Harratt Street, West Hollywood, Los Angeles County, California, 90069, United States of America",90069
34.08983706,-118.3619908,LA,"North Fairfax Avenue, West Hollywood, Los Angeles County, California, 90046, United States of America",90046
34.09026016,-118.2955053,LA,"North Heliotrope Drive, East Hollywood, Little Armenia, Los Angeles, Los Angeles County, California, 90029, United States of America",90029
34.09191734,-118.3681399,LA,"Norton Avenue, West Hollywood, Los Angeles County, California, 90046, United States of America",90046
34.09226266,-118.3266769,LA,"Hollywood-Vine Methodist Church, 11601, Lexington Avenue, Hollywood, Los Angeles, Los Angeles County, California, 90038, United States of America",90038
34.09231535,-118.3644789,LA,"North Laurel Avenue, West Hollywood, Los Angeles County, California, 90046, United States of America",90046
34.09263249,-118.3327427,LA,"Lexington Avenue, Hollywood, Los Angeles, Los Angeles County, California, 90038, United States of America",90038
34.09276375,-118.3223547,LA,"Gower Street, Little Armenia, Los Angeles, Los Angeles County, California, 90038, United States of America",90038
34.09295292,-118.3661774,LA,"North Crescent Heights Boulevard, West Hollywood, Los Angeles County, California, 90046, United States of America",90046
34.09299841,-118.3662103,LA,"North Crescent Heights Boulevard, West Hollywood, Los Angeles County, California, 90046, United States of America",90046
34.09372851,-118.3356488,LA,"North Cherokee Avenue, Hollywood, Los Angeles, Los Angeles County, California, 90028, United States of America",90028
34.0938683,-118.3044933,LA,"Hobart Boulevard, East Hollywood, Little Armenia, Los Angeles, Los Angeles County, California, 90029, United States of America",90029
34.09388259,-118.3656379,LA,"North Crescent Heights Boulevard, West Hollywood, Los Angeles County, California, 90046, United States of America",90046
34.09421121,-118.3647647,LA,"Fountain Avenue, West Hollywood, Los Angeles County, California, 90046, United States of America",90046
34.09483612,-118.3737314,LA,"House of Blues, Olive Drive, West Hollywood, Los Angeles County, California, 90069, United States of America",90069
34.09537139,-118.3507721,LA,"North Martel Avenue, West Hollywood, Los Angeles County, California, 90046, United States of America",90046
34.09568638,-118.3747154,LA,"Cresthill Road, Whitley Heights, Los Angeles, Los Angeles County, California, 90069, United States of America",90069
34.09651225,-118.3690574,LA,"North Harper Avenue, West Hollywood, Los Angeles County, California, 90046, United States of America",90046
34.09668957,-118.3929544,LA,"Bobolink Place, Los Angeles, Los Angeles County, California, 90069, United States of America",90069
34.09778392,-118.3257976,LA,"Sunset and Vine Tower, West Sunset Boulevard, Hollywood, Los Angeles, Los Angeles County, California, 90028, United States of America",90028
34.09783268,-118.3501551,LA,"Urban ramen, 7300, West Sunset Boulevard, Whitley Heights, Los Angeles, Los Angeles County, California, 90046-4101, United States of America",-4101
34.09796056,-118.3179566,LA,"DASH, 11601, West Sunset Boulevard, Little Armenia, Los Angeles, Los Angeles County, California, 90028, United States of America",90028
34.09845679,-117.8615607,LA,"East Covina Boulevard, Covina, Los Angeles County, California, 91724, United States of America",91724
34.09853911,-118.32285,LA,"Columbia Square, West Sunset Boulevard, Hollywood, Los Angeles, Los Angeles County, California, 90028, United States of America",90028
34.09886935,-118.3635489,LA,"North Laurel Avenue, West Hollywood, Los Angeles County, California, 90046, United States of America",90046
34.09888559,-118.3475625,LA,"North Poinsettia Place, Whitley Heights, Los Angeles, Los Angeles County, California, 90046, United States of America",90046
34.09972019,-118.1079528,LA,"Broadway, San Gabriel, Los Angeles County, California, 91776, United States of America",91776
34.09975409,-118.3047488,LA,"North Harvard Boulevard, East Hollywood, Little Armenia, Los Angeles, Los Angeles County, California, 90027, United States of America",90027
34.09978322,-118.3461367,LA,"Hawthorn Avenue, Whitley Heights, Los Angeles, Los Angeles County, California, 90046, United States of America",90046
34.09999374,-118.7969601,LA,"Mulholland Highway, Seminole Hot Springs, Los Angeles County, California, 90265, United States of America",90265
34.10049255,-118.2852359,LA,"Camero Avenue, Los Feliz, Little Armenia, Los Angeles, Los Angeles County, California, 90027, United States of America",90027
34.10068649,-118.3642036,LA,"1632, North Laurel Avenue, West Hollywood, Los Angeles County, California, 90046-2549, United States of America",90046
34.10090263,-118.3484829,LA,"Temple Israel of Hollywood, 11601, North Fuller Avenue, Whitley Heights, Los Angeles, Los Angeles County, California, 90046, United States of America",90046
34.10142968,-118.3378529,LA,"6756-6760, Hollywood Boulevard, Whitley Heights, Los Angeles, Los Angeles County, California, 90028, United States of America",90028
34.1015917,-118.229907,LA,"Kilbourn Street, Mount Washington, Highland Park, Los Angeles, Los Angeles County, California, 90065, United States of America",90065
34.10165344,-118.3480207,LA,"Hollywood Boulevard, Whitley Heights, Los Angeles, Los Angeles County, California, 90028, United States of America",90028
34.10167578,-118.2302836,LA,"Kilbourn Street, Mount Washington, Highland Park, Los Angeles, Los Angeles County, California, 90065, United States of America",90065
34.1020647,-118.3777398,LA,"Queens Road, Whitley Heights, Los Angeles, Los Angeles County, California, 90069, United States of America",90069
34.1028392,-118.3542013,LA,"North Sierra Bonita Avenue, Whitley Heights, Los Angeles, Los Angeles County, California, 90046, United States of America",90046
34.10312461,-118.3306569,LA,"North Wilcox Avenue, Hollywood, Los Angeles, Los Angeles County, California, 90028, United States of America",90028
34.10319524,-118.3547518,LA,"North Curson Avenue, Whitley Heights, Los Angeles, Los Angeles County, California, 90046, United States of America",90046
34.10367122,-118.3304762,LA,"Yucca Street, Hollywood, Los Angeles, Los Angeles County, California, 90028, United States of America",90028
34.10411943,-118.3294404,LA,"7-11, North Cahuenga Boulevard, Hollywood, Los Angeles, Los Angeles County, California, 90028, United States of America",90028
34.10421329,-118.2600402,LA,"Ivan Hill Terrace, Silver Lake Heights, Atwater, Los Angeles, Los Angeles County, California, 90039, United States of America",90039
34.10425279,-118.347803,LA,"Hillside Avenue, Whitley Heights, Los Angeles, Los Angeles County, California, 90046, United States of America",90046
34.10433452,-118.4451668,LA,"Calgary Lane, Beverly Glen, Westwood, Los Angeles, Los Angeles County, California, 90077, United States of America",90077
34.10467512,-118.3417326,LA,"North Sycamore Avenue, Whitley Heights, Los Angeles, Los Angeles County, California, 90068, United States of America",90068
34.10471491,-118.3324974,LA,"Grace Avenue, Hollywood, Los Angeles, Los Angeles County, California, 90028, United States of America",90028
34.10482626,-118.1912697,LA,"Leslie Way, Newton Park, Highland Park, Los Angeles, Los Angeles County, California, 90042, United States of America",90042
34.10837877,-118.3109147,LA,"Tryon Road, Little Armenia, Los Angeles, Los Angeles County, California, 90068, United States of America",90068
34.10848841,-118.299056,LA,"North Alexandria Avenue, East Hollywood, Little Armenia, Los Angeles, Los Angeles County, California, 90027, United States of America",90027
